trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_road_cfi,max_road_cfi,ave_road_cfi,trdar_dgrm_crdnt
9196,명동역,11140,중구,41,0,90,39.2,"MULTIPOLYGON(((126.983476244148 37.5605598377161,126.982760395649 37.5604899002282,126.982466139472 37.5604402989613,126.982341716879 37.5601429518676,126.983103244408 37.5585302975926,126.983476951979 37.5576000810281,126.98352503938 37.5576518953255,126.98354762146 37.5578748941616,126.984059747406 37.5578614554881,126.983898387559 37.5582195758691,126.983864410794 37.558320932384,126.983943582224 37.5585461919753,126.985400746592 37.5585171158494,126.985963723816 37.5589046169927,126.985938243928 37.5589766929799,126.986645564643 37.5591885163014,126.986721972786 37.5591232039297,126.987273758965 37.5588980232473,126.987304840957 37.559121022333,126.98744628646 37.5592674502026,126.987833891991 37.5594364311646,126.987964028098 37.5595445649768,126.987907431787 37.5595828506684,126.98760751392 37.5595490289104,126.98731593368 37.5603193421091,126.986877254229 37.5608711461715,126.986201012369 37.5608034868812,126.983476244148 37.5605598377161)))"
9197,북창동,11140,중구,53,3,90,44.6,"MULTIPOLYGON(((126.97806886316 37.5611648108363,126.979008212632 37.5613496956687,126.978945868252 37.5616650307065,126.97901915664 37.5626020751837,126.978860580515 37.5629984810246,126.978730178899 37.5637913279481,126.978135978672 37.5637191332465,126.977994502865 37.5637010855047,126.977224797504 37.5638450891019,126.977094637286 37.5638360525027,126.976461325944 37.5622546817277,126.975912863917 37.560858028646,126.975963844239 37.5607138810448,126.976195899337 37.5606103167708,126.976512777645 37.560691473119,126.977361536504 37.5609889758482,126.97806886316 37.5611648108363)))"
9198,서울시청,11140,중구,58,7,100,57.7,"MULTIPOLYGON(((126.979798600052 37.5678820243157,126.979809637411 37.5688596004698,126.979458730092 37.568891070507,126.979373852582 37.5688324903781,126.979339979634 37.5685441672812,126.978004296044 37.5685844550166,126.977942028874 37.5686204822739,126.977279845108 37.5686428737518,126.977313997036 37.5680392174228,126.977806345393 37.5681519404773,126.97808930821 37.5682060560195,126.978411908003 37.5681971092975,126.978168889111 37.567088843966,126.979023490298 37.5670394543682,126.979544192707 37.5669449478139,126.979832833775 37.5669224760703,126.979923394815 37.5668909578997,126.980789304139 37.5668685872782,126.981626939257 37.5667561065571,126.982521142809 37.5667382329124,126.982571769105 37.5679680925365,126.981836026174 37.5679589631849,126.98123048161 37.5678462376744,126.980687206504 37.5676884704777,126.979798600052 37.5678820243157)))"
9199,시청역_1,11140,중구,60,3,90,44.2,"MULTIPOLYGON(((126.976229095042 37.5628673062949,126.976596635278 37.56379540447,126.976506061612 37.5638719696367,126.974287926629 37.5630470751179,126.973297682133 37.5627360019745,126.972743132197 37.5626052251361,126.972930068149 37.5621232401865,126.972256779908 37.5617401549155,126.972432313306 37.5614789106778,126.97181558307 37.5611994506738,126.972279873512 37.560564367247,126.971725396784 37.5602939319648,126.971906658579 37.5598524916293,126.972608243796 37.5601815264403,126.972880012535 37.559821195832,126.973570385871 37.5598754198883,126.973926879286 37.5599340677258,126.97421546065 37.5600062137548,126.974566234886 37.5602360466804,126.974764242002 37.5603982698872,126.975143322776 37.56060558268,126.9754148855 37.5608083657044,126.975844609606 37.5618716288452,126.976229095042 37.5628673062949)))"
9200,시청역_2,11140,중구,46,3,100,50.4,"MULTIPOLYGON(((126.968588387306 37.5646854330896,126.968027702001 37.5656087912932,126.967529858217 37.5652032039497,126.969602388787 37.562374669121,126.969874109799 37.562181028879,126.971916876978 37.5626455664829,126.973501301961 37.5630333771864,126.975113979474 37.5635923611283,126.976432413025 37.5641062116726,126.976517242461 37.5642864276856,126.976183310372 37.5643854658813,126.975945665374 37.5642502663513,126.974785659856 37.5638265452338,126.974395206274 37.5637273476897,126.974185787537 37.5637993789089,126.973755718439 37.5637046750745,126.972884271889 37.5634972401593,126.972940932772 37.5633170556697,126.971328199659 37.5629517550344,126.971209267484 37.5631724674532,126.971067748768 37.5632670352443,126.970767798893 37.5632939875971,126.970388615892 37.5633299283291,126.969703891291 37.5632306376725,126.969511163176 37.5639693981962,126.968854745898 37.563834070634,126.968588387306 37.5646854330896)))"
9201,신당역_1,11140,중구,8,12,70,51.6,"MULTIPOLYGON(((127.018051109725 37.5654456383524,127.016506062079 37.565274658343,127.016296623844 37.5650674571961,127.016211601184 37.564400734911,127.016058701658 37.5639007042294,127.015803937973 37.5634006858033,127.016777264931 37.5631032358535,127.017156590815 37.5638555130106,127.017722483154 37.5636977626231,127.017841527875 37.5646077466135,127.019703322116 37.5641029174706,127.019658233928 37.5648642615013,127.02021279974 37.5646659563833,127.02047322436 37.5650398256009,127.020416651429 37.5651209238843,127.020399786783 37.565566916874,127.019024542579 37.5655220809981,127.018051109725 37.5654456383524)))"
9202,신당역_2,11140,중구,31,12,97,61.4,"MULTIPOLYGON(((127.014265405224 37.567919330738,127.013671150902 37.5679261515713,127.012805223366 37.5678451495063,127.012635389457 37.5675343242492,127.012669301827 37.5672369942615,127.01263532501 37.5671063539326,127.012765452661 37.5668360443834,127.012861533267 37.5659845992453,127.013472734492 37.5658786718103,127.013687779146 37.5657975604379,127.014123564086 37.5658560785458,127.014242306478 37.5652433921731,127.015883559624 37.5654233999273,127.016042056024 37.5655945685193,127.016002662273 37.5667298212192,127.015023552368 37.5666263246236,127.014955677904 37.5668425701106,127.014723638648 37.5668425965819,127.014689730612 37.5671174024239,127.014570940421 37.5674552870736,127.014418165046 37.5676400070298,127.014265350088 37.5675994792641,127.014265405224 37.567919330738)))"
9203,약수역,11140,중구,9,11,83,45.8,"MULTIPOLYGON(((127.011218693986 37.5537920830539,127.010726474822 37.5543597481514,127.010579350859 37.5543462448341,127.010454852392 37.5542606602233,127.010211476528 37.55376513299,127.010069987721 37.5535398954364,127.00982098373 37.5532696158322,127.009656873705 37.553138983576,127.009690814937 37.553053386918,127.009809632256 37.5529632792523,127.01052257257 37.5527695127928,127.01077153556 37.5527064237686,127.010794185141 37.5528325608966,127.010799860601 37.5529677092977,127.010992287103 37.5532740311669,127.01120736217 37.5536794599693,127.011218693986 37.5537920830539)))"
9204,을지로3가역_1,11140,중구,23,3,85,50.7,"MULTIPOLYGON(((126.989278677833 37.5660678806919,126.987841190178 37.5660181702335,126.987671434451 37.5658694872463,126.987790507182 37.5646306391016,126.988452649192 37.5646262084589,126.988820496342 37.5646803075706,126.989884413134 37.5649236833256,126.990297559613 37.5648291187941,126.990722021793 37.5647480686948,126.991695455503 37.5645319147497,126.992425519014 37.564437368313,126.994089360759 37.5643969380841,126.995543811995 37.5642843950073,126.995277654238 37.5663791844008,126.994106153193 37.5663070388973,126.991383974625 37.5661671864979,126.989923850036 37.5660904697709,126.989838970284 37.5660138773302,126.989861636427 37.5658291765157,126.98956168659 37.5658336518447,126.989290049813 37.5657390203692,126.989278677833 37.5660678806919)))"
9205,을지로3가역_2,11140,중구,30,16,85,53.3,"MULTIPOLYGON(((126.989391566427 37.5679419518308,126.987801229295 37.5679192549928,126.987676995736 37.5664055771428,126.987858126971 37.5662479247098,126.995243678295 37.5666134401168,126.995039789569 37.5683568452707,126.990704580659 37.5679961371672,126.989391566427 37.5679419518308)))"
9206,을지로4가역,11140,중구,30,19,100,62.4,"MULTIPOLYGON(((126.998050690253 37.5686092455453,126.9981639423 37.5672217239685,126.998820462012 37.5667802547759,127.00189356602 37.5669514693204,127.002052033197 37.567073102191,127.001859624192 37.5692760237665,127.001740771503 37.56938864793,126.998141240409 37.5686993470531,126.998050690253 37.5686092455453)))"
9207,장충동 족발거리,11140,중구,8,11,63,37.9,"MULTIPOLYGON(((127.004513669172 37.5610837269515,127.004683377413 37.5596488937903,127.005639741002 37.5596668829168,127.005967965027 37.5597457073358,127.006067000315 37.5598020153958,127.006123604811 37.5600362708666,127.006168911309 37.5605768637732,127.006304734033 37.5606714622503,127.006358500649 37.5607593066304,127.006273620009 37.5608336419556,127.005996333749 37.5609417720802,127.005416288651 37.5610769420454,127.004513669172 37.5610837269515)))"
9208,충무로역_1,11140,중구,24,3,92,37.3,"MULTIPOLYGON(((126.99375580452 37.5610272112033,126.992657956908 37.5609505510384,126.992556178956 37.5602297505316,126.992573170769 37.5601036130234,126.993365422805 37.5601577288792,126.993382419972 37.5599685218638,126.993461651326 37.5599144677211,126.994236931523 37.5599010022457,126.99418601724 37.5597298108094,126.994944320076 37.5596983198275,126.995057568335 37.5588784237738,126.994927428954 37.5587027234069,126.994995342789 37.5586171329029,126.995255639121 37.55876130531,126.995442387612 37.5586937404751,126.995521611197 37.5587027543418,126.995996962492 37.5586261926608,126.996087442741 37.559500158426,126.996941895835 37.5602885609595,126.997592704999 37.5598065532513,126.998085012929 37.5603021131812,126.998616962861 37.5601940078409,126.998724475887 37.5604147531525,126.998854628071 37.5605634195477,126.99918850679 37.5606805550471,126.999273388043 37.5608292201282,126.998599956854 37.5609778697791,126.998843278069 37.5615094599835,126.999080951196 37.5617932770074,126.999041331939 37.5619689694757,126.999188464603 37.5621266457071,126.99906961842 37.5622662970464,126.995628918649 37.5614552879348,126.99375580452 37.5610272112033)))"
9209,충무로역_2,11140,중구,45,0,92,43.6,"MULTIPOLYGON(((126.991299318917 37.5644147528421,126.990359834918 37.5646759562251,126.990020284673 37.5646128547276,126.990269447414 37.5635857490775,126.990484715153 37.562099134231,126.990563958665 37.5619910225954,126.990643291088 37.5612612270963,126.990847031619 37.5611621364133,126.992974838851 37.5611713168234,126.993552058792 37.561216406018,126.996200458073 37.5618652652674,126.995917336021 37.5641447593048,126.9930197644 37.5642797384873,126.992465156188 37.5642526682336,126.991299318917 37.5644147528421)))"
9210,강서구청,11500,강서구,38,10,100,65.6,"MULTIPOLYGON(((126.853459359234 37.5553216324746,126.853467838236 37.5553261480524,126.853128433518 37.5552694104533,126.852854107639 37.5552105012779,126.852528953433 37.5551019728812,126.851935328021 37.5548376831076,126.851723924481 37.5544409791697,126.851506846628 37.5540532775407,126.851363037773 37.5538120797121,126.850553279154 37.5541061228577,126.850074793411 37.5542744465906,126.850035215626 37.5542586285206,126.84986061312 37.5538574634231,126.849657875416 37.5533796776161,126.849573327513 37.5532173904759,126.849186653887 37.5527596395086,126.848670145683 37.5521530557789,126.848136726228 37.5515194180358,126.847718991215 37.551041349515,126.847329566654 37.5505565589798,126.847185731559 37.5503378807027,126.847005253659 37.5500538324253,126.847016630453 37.5500245650582,126.847248820812 37.5499257592364,126.847322442243 37.5498943205885,126.847628354756 37.5497145208915,126.847896467036 37.5500324693725,126.848647233971 37.5509029000467,126.849095998596 37.5514283073902,126.849437521526 37.5518251837196,126.849700018061 37.5521296059032,126.850014325902 37.5519971129453,126.850362523605 37.5518939447259,126.850696538232 37.5518087772143,126.850931513191 37.551732492529,126.851160951402 37.551595383385,126.851324514403 37.5518591314449,126.851397774955 37.5520078881583,126.852046114787 37.5517789569691,126.852088534336 37.5517880205256,126.852108298085 37.5518083178262,126.852302824355 37.5521531929183,126.85246624471 37.5524912710098,126.852590303906 37.5527054129163,126.852680654928 37.5527978783724,126.852788191609 37.5527844988695,126.852844516465 37.5529152135201,126.85300799004 37.5532285136205,126.852755992399 37.5533273057808,126.85258609103 37.5534014236122,126.852370988878 37.5534416969841,126.852421731234 37.5535341126375,126.852616254455 37.5538834920708,126.852816317287 37.5542936950545,126.853005310797 37.5545799974526,126.853171609024 37.5548978057476,126.853553838486 37.5547586312326,126.853804765055 37.5552049358048,126.853459359234 37.5553216324746)))"
9211,발산역,11500,강서구,9,34,100,66.9,"MULTIPOLYGON(((126.839485325757 37.5618962985928,126.839488160179 37.561894050004,126.839305439781 37.5613396903921,126.839086221851 37.5606546366969,126.838855670441 37.559978576823,126.838591400078 37.5591966035587,126.838428366387 37.5587030863526,126.839087789206 37.5586274103646,126.840225475263 37.5585095873644,126.841309379589 37.5584006904044,126.84187819322 37.5583541581483,126.841948045579 37.5587687081802,126.842003722687 37.5591967538676,126.841947071356 37.5592259595785,126.841494258583 37.5592726492889,126.841106537111 37.5593126682059,126.841272322872 37.5598512349341,126.841370761934 37.560128422928,126.841345205062 37.5601711853346,126.840926248255 37.5602607157791,126.840331774774 37.5603905500302,126.839844868748 37.5604980037375,126.839979790566 37.5609126437785,126.84011757738 37.5613115202222,126.840249725976 37.5617013788839,126.840204341713 37.5617531238725,126.839485325757 37.5618962985928)))"
9212,송정역,11500,강서구,20,1,100,58.7,"MULTIPOLYGON(((126.808396723964 37.5619982412526,126.808393888607 37.5620004890925,126.8083999079 37.5618608455261,126.808451060376 37.5617753350975,126.80851950928 37.5615659668078,126.808696042357 37.5611382848763,126.808691038802 37.5608837470773,126.808717327931 37.5605639385641,126.808919038899 37.5602466685764,126.809217002189 37.55990928264,126.809466665612 37.5596484015897,126.809823915565 37.5593606648874,126.810027923858 37.5592483719191,126.81027956607 37.559318606205,126.810094534951 37.5597552867845,126.810000551993 37.5599938968497,126.810119303473 37.5600278763967,126.810382283544 37.5600913713975,126.810701721617 37.5602067639272,126.810715220447 37.5604613153964,126.810762380713 37.5608307974164,126.810843633316 37.5611462750248,126.810690810744 37.5611572906823,126.810215302351 37.5612150860992,126.809878497399 37.5612505799016,126.809854927196 37.5616154425408,126.810023869681 37.5619400727774,126.810203636896 37.5624584330621,126.810442500222 37.5631052796267,126.810535164244 37.5633847362003,126.810452944875 37.5634476725385,126.809763860107 37.562923982286,126.809362868615 37.5626079844709,126.809006968132 37.5623641379295,126.808396723964 37.5619982412526)))"
9213,가리봉시장(구로디지털오거리),11530,구로구,34,10,100,54.2,"MULTIPOLYGON(((126.888699631543 37.4830419883374,126.888699621396 37.4830487458473,126.888476799576 37.4827309297126,126.888310283324 37.4825640849885,126.887708690072 37.4822571668473,126.887703122284 37.4822008488199,126.888170396211 37.4816088881157,126.888660281542 37.4810124420573,126.888966154484 37.4806050296131,126.889167198791 37.4803619498965,126.88923220777 37.4803620116157,126.889322493595 37.4804702176362,126.889424216683 37.4804905866299,126.889658761052 37.4805268487472,126.889819773507 37.4805923235944,126.889694824803 37.4809841418507,126.889569448547 37.4816620279508,126.889447259443 37.4820966461151,126.889257881082 37.4820964665627,126.889254993956 37.4821370089474,126.889232189714 37.4822653801974,126.889025433422 37.4825444946196,126.88882159001 37.4827650462679,126.888699631543 37.4830419883374)))"
